Rank,Title,Year,Rating,Runtime,Genre,User Rating,Metacritic
"13,876",The 8th Order,, , ,"Action, Sci-Fi", ,
"13,877",Dimension 76: Lycanthrope,, , ,"Horror, Sci-Fi", ,
"13,878",Zargovlumroosh,, , ,"Action, Drama, Sci-Fi", ,
"13,879",The Fresh Air Will Do You Good,2008, , ,Sci-Fi,6.1,
"13,880",Days of Fury,2010, ,53 min,"Action, Sci-Fi, Thriller", ,
"13,881",Disappearance,I, , ,Sci-Fi, ,
"13,882",Rotation Redux,2011, ,104 min,Sci-Fi, ,
"13,883",ROBOlution,, , ,Sci-Fi, ,
"13,884",Beyond us,, , ,Sci-Fi, ,
"13,885",Bullfrog II: The Superiors,2018, ,92 min,"Action, Comedy, Sci-Fi", ,
"13,886",Proxima Centauri: Origin,, , ,"Action, Sci-Fi", ,
"13,887",Searching for L.G. Walters,, , ,"Adventure, Drama, Sci-Fi", ,
"13,888",Hercules Recycled 2.0,2014, ,79 min,"Comedy, Sci-Fi", ,
"13,889",Nitwit,2001, ,98 min,Sci-Fi, ,
"13,890",DNA,IV, , ,Sci-Fi, ,
"13,891",Dark Sentinel,, , ,Sci-Fi, ,
"13,892",Das Fluidum,II 1918, ,80 min,"Drama, Sci-Fi", ,
"13,893",A Comety of Errors,, , ,Sci-Fi, ,
"13,894",The Exit,, , ,"Sci-Fi, Thriller", ,
"13,895",THEM,, , ,"Sci-Fi, Thriller", ,
"13,896",Michael J. Fox in Outer Space,2011, ,45 min,Sci-Fi, ,
"13,897",Oko Boga,2001, ,92 min,"Drama, Sci-Fi, Thriller",7.2,
"13,898",The Last Hour,1930, ,77 min,"Comedy, Crime, Sci-Fi",4.0,
"13,899",The End,III 2012, , ,Sci-Fi, ,
"13,900",Thanatos,II, , ,"Romance, Sci-Fi", ,
"13,901",Him or: The Tale of the Talking Corpse,, , ,"Drama, Horror, Mystery", ,
"13,902",Once Again,2017, ,47 min,"Sci-Fi, Thriller", ,
"13,903",Untitled Brian Kennedy Project,, , ,"Drama, Sci-Fi", ,
"13,904",Montauk,IV, , ,Sci-Fi, ,
"13,905",Fleur du Monde,, , ,Sci-Fi, ,
"13,906",Whey Station,, , ,Sci-Fi, ,
"13,907",Resistance,I, , ,Sci-Fi, ,
"13,908",Invasion from the Planet of the Ghouls,2016, ,51 min,Sci-Fi, ,
"13,909",Nova Revolution: Leaders of the New World,, , ,Sci-Fi, ,
"13,910",Wolf Heart,, , ,"Action, Horror, Sci-Fi", ,
"13,911",The Forgotten Ones,2006, ,55 min,Sci-Fi, ,
"13,912",The Paralyzing Agent,2009, ,88 min,"Drama, Sci-Fi",5.8,
"13,913",The Crossing,VII, , ,"Drama, Horror, Sci-Fi", ,
"13,914",The Stones of Four Fires: Between Worlds,, , ,"Fantasy, Romance, Sci-Fi", ,
"13,915","I, Remember",, , ,"Crime, Mystery, Sci-Fi", ,
"13,916",Waking Hours,, , ,Sci-Fi, ,
"13,917",Run,II 2002, ,48 min,Sci-Fi,6.9,
"13,918",Ketab'e Ashpazi,2018, ,83 min,"Mystery, Sci-Fi", ,
"13,919",Sturmaz (Acto y tempestad),2011, , ,Sci-Fi,6.2,
"13,920",The Unnaturals,, , ,Sci-Fi, ,
"13,921",Highschool Confidential: Seniors Retreat,2011, ,84 min,"Animation, Comedy, Sci-Fi", ,
"13,922",The Tao Is Down,2018, ,85 min,"Fantasy, Horror, Sci-Fi", ,
"13,923",Carroñeros,, , ,"Adventure, Sci-Fi", ,
"13,924",Xova7,, , ,Sci-Fi, ,
"13,925",Kitty,IV, , ,"Comedy, Romance, Sci-Fi", ,
"13,926",Godspeed,I, , ,Sci-Fi, ,
"13,927",Metahumanity,, , ,"Animation, Sci-Fi", ,
"13,928",Not from Human Hands,, ,90 min,"Adventure, Family, Sci-Fi", ,
"13,929",The End Part One,2006,Not Rated,68 min,Sci-Fi, ,
"13,930",Remember?,, , ,Sci-Fi, ,
"13,931",Space Ghetto,, , ,"Action, Sci-Fi", ,
"13,932",Crypt,, , ,"Action, Sci-Fi", ,
"13,933",Necrosis,, , ,"Action, Sci-Fi, Thriller", ,
"13,934",Hot Dog Cart 666,, , ,"Action, Comedy, Fantasy", ,
"13,935",Narrowcaster,, , ,Sci-Fi, ,
"13,936",No.174: Destiny Rebellion,2018, ,122 min,"Comedy, Drama, Sci-Fi", ,
"13,937",Lure,VI, , ,Sci-Fi, ,
"13,938",Not Tryina Die Young: Princess on Vacation,2014,Not Rated,67 min,Sci-Fi,8.2,
"13,939",The Prodigy of Eve,II, , ,Sci-Fi, ,
"13,940",The Red Dream,2014, ,77 min,"Comedy, Music, Sci-Fi", ,
"13,941",Dream Thief,, , ,Sci-Fi, ,
"13,942",Of Gods Made Flesh,, , ,"Horror, Sci-Fi, Thriller", ,
"13,943",Neplusultra,, ,98 min,"Drama, Sci-Fi, Thriller", ,
"13,944",Hopeful,2014, ,97 min,"Drama, Sci-Fi", ,
"13,945",Awesome McCoolname,, , ,"Comedy, Sci-Fi", ,
"13,946",Oxygen,VII, , ,Sci-Fi, ,
"13,947",Uploading Alien Possession,, , ,Sci-Fi, ,
"13,948",Shin Cyborg Shibata!!,2004, ,162 min,Sci-Fi, ,
"13,949",If,IV, ,98 min,"Drama, Fantasy, Sci-Fi", ,
"13,950",Nightwalker,II, , ,Sci-Fi, ,
"13,951",He lepäävät Pohjoisessa,2013, ,88 min,"Adventure, Drama, Sci-Fi",6.1,
"13,952",Generation V,, , ,"Action, Adventure, Drama", ,
"13,953",Paranormal Chasers Ghostly Guest,2014, ,61 min,Sci-Fi, ,
"13,954",AlphA,2015, ,81 min,"Adventure, Fantasy, Mystery", ,
"13,955",Untitled Jerry G. Angelo Project,, , ,Sci-Fi, ,
"13,956",Phoenix,II 2018, ,69 min,"Fantasy, Romance, Sci-Fi", ,
"13,957",Sam the Spaceman,2014, ,71 min,"Adventure, Comedy, Sci-Fi", ,
"13,958",The Pain Killers,2013, , ,Sci-Fi,7.4,
"13,959",Aquatic-X,2017,Not Rated,64 min,Sci-Fi, ,
"13,960",The Shaken,2005, , ,"Action, Sci-Fi", ,
"13,961",Conductors,, , ,Sci-Fi, ,
"13,962",The Forgotten People,, , ,"Animation, Adventure, Sci-Fi", ,
"13,963",The Redemption Program,, , ,"Sci-Fi, Thriller", ,
"13,964",The Cells Experiment,, , ,Sci-Fi, ,
"13,965",Blood of Men,, , ,"Adventure, Sci-Fi", ,
"13,966",Spacedust,,TV-14,101 min,"Animation, Fantasy, Sci-Fi", ,
"13,967",The Ape Machine,, , ,Sci-Fi, ,
"13,968","Plague, Uploaded",, , ,"Horror, Sci-Fi, Thriller", ,
"13,969",Humanities,, , ,"Adventure, Sci-Fi", ,
"13,970",Zoom: pc world,2013, ,87 min,"Drama, News, Sci-Fi", ,
"13,971",In 24 Hours,2015, ,91 min,"Action, Drama, Sci-Fi", ,
"13,972",Pablo Teruel,, ,94 min,"Adventure, Sci-Fi", ,
"13,973",Roadrunner Part II,, , ,Sci-Fi, ,
"13,974",Ralphiee,, , ,Sci-Fi, ,
"13,975",Beholder,I 2013, ,110 min,"Action, Crime, Sci-Fi", ,
"13,976",MovieCanyon: Halloween Special 2,2017, , ,Sci-Fi, ,
"13,977",Wastelands Scout,2018, ,96 min,Sci-Fi, ,
"13,978",Atlantis Revival,, , ,Sci-Fi, ,
"13,979",The Face,2016, , ,"Action, Sci-Fi", ,
"13,980",Cascade Pines,, , ,Sci-Fi, ,
"13,981",Apeiron,, , ,"Action, Crime, Sci-Fi", ,
"13,982",Ella: Autonomy,, , ,Sci-Fi, ,
"13,983",Sarah,I, , ,"Sci-Fi, Thriller", ,
"13,984",The Story of a Mother,, , ,"Animation, Comedy, Drama", ,
"13,985",Dove,2012, ,99 min,"Animation, Drama, Music", ,
"13,986",Red Cards,, , ,Sci-Fi, ,
"13,987",Danse Macabre,II 2012, ,60 min,"Sci-Fi, Western", ,
"13,988",Virtua Cop,, , ,"Action, Sci-Fi, Thriller", ,
"13,989",Magenta Skies,, , ,Sci-Fi, ,
"13,990",In Search of Sunrise,, , ,Sci-Fi, ,
"13,991",Remote: View,, , ,Sci-Fi, ,
"13,992",The Crossing,VIII, , ,"Drama, Horror, Sci-Fi", ,
"13,993",One,XI 2014, ,54 min,"Horror, Sci-Fi", ,
"13,994",Untitled Sci-Fi,, , ,"Sci-Fi, Thriller", ,
"13,995",The Grey,, , ,"Action, Sci-Fi", ,
"13,996",Paradise Lost,VIII, , ,Sci-Fi, ,
"13,997",Outer Waters,, , ,Sci-Fi, ,
"13,998",Pretium,, , ,"Action, Sci-Fi", ,
"13,999",Levon,2015, ,48 min,"Drama, Sci-Fi",8.2,
"14,000",S uma soyti!,1994, ,63 min,"Action, Comedy, Sci-Fi",1.7,
"14,001",Trouble will find us,, , ,"Drama, Sci-Fi", ,
"14,002",The Paths of Kripto,2015, ,75 min,"Animation, Action, Sci-Fi",7.9,
"14,003",Mimic-a,, , ,"Action, Sci-Fi", ,
"14,004",Botnika,, , ,"Horror, Sci-Fi, Thriller", ,
"14,005",Killer Roaches from the Hood,2016, , ,Sci-Fi, ,
"14,006",Frozen Soil,, , ,"Animation, Sci-Fi", ,
"14,007",Barna Hedenhös i världsrymden,1961, ,50 min,"Animation, Sci-Fi", ,
"14,008",Invader X,, , ,Sci-Fi, ,
"14,009",Nightfall,VI, , ,"Crime, Music, Sci-Fi", ,
"14,010",End of Sanity,2016, ,45 min,Sci-Fi, ,
"14,011",Of Monsters and War,, , ,"Action, Horror, Sci-Fi", ,
"14,012",Nils,2012, ,125 min,"Action, Adventure, Sci-Fi", ,
"14,013",Spherular,2022, ,60 min,"Fantasy, Sci-Fi", ,
"14,014",The Stones of Four Fires: The Last Regret,, , ,"Fantasy, Romance, Sci-Fi", ,
"14,015",The Drifting Seam,, , ,"Sci-Fi, Thriller", ,
"14,016",Unidentified Possession,, , ,Sci-Fi, ,
"14,017",The Prodigy of Eve,I, , ,Sci-Fi, ,
"14,018",Airships and Anatasia: The Movie,, , ,Sci-Fi, ,
"14,019",Frequency,III 2012, , ,Sci-Fi, ,
"14,020",Alcyon,, , ,Sci-Fi, ,
"14,021",The Moons of Uranus,, , ,Sci-Fi, ,
"14,022",The Maker,, , ,Sci-Fi, ,
"14,023",Incomers,, , ,"Crime, Drama, Sci-Fi", ,
"14,024",IIE,, , ,"Action, Family, Sci-Fi", ,
"14,025",Once Upon a Time in Neom,, , ,Sci-Fi, ,
"14,026",An Emerald Grove,, , ,"Action, Adventure, Horror", ,
"14,027",The Code Tunnel,, , ,Sci-Fi, ,
"14,028",Lowlands,, , ,Sci-Fi, ,
"14,029",It Lived in My Flat,, ,100 min,"Comedy, Romance, Sci-Fi", ,
"14,030",The Fellowship for Alien Detection,, , ,Sci-Fi, ,
"14,031",Tenebra,, , ,"Horror, Sci-Fi", ,
"14,032",Cords,, , ,Sci-Fi, ,
"14,033",Star System,2015, ,80 min,"Adventure, Sci-Fi", ,
"14,034",Caliens Three: Fat Free,2017, , ,"Comedy, Sci-Fi", ,
"14,035",Die rote Waschmaschine,1997, ,65 min,"Comedy, Sci-Fi",4.4,
"14,036",One Small Life,, ,90 min,"Action, Sci-Fi, Thriller", ,
"14,037",Purple World,, , ,Sci-Fi, ,
"14,038",Eunhaeseo on Byeolddong wangja je3tan: Eunha yeolcha,1988, ,95 min,"Action, Family, Sci-Fi",6.0,
"14,039",MBB,, , ,Sci-Fi, ,
"14,040","In, Through, and Beyond",2010, ,90 min,Sci-Fi, ,
"14,041",LIFEcredit,, , ,Sci-Fi, ,
"14,042",The God Gene,, , ,"Action, Adventure, Fantasy", ,
"14,043",E.A.S.,2016, , ,Sci-Fi, ,
"14,044",Strange tales,, , ,"Horror, Mystery, Sci-Fi", ,
"14,045",Tomorrow's Eve,, , ,Sci-Fi, ,
"14,046",Mind Crawlers,, , ,Sci-Fi, ,
"14,047",How to Suck the Brain of a President's Daughter,, , ,"Action, Comedy, Sci-Fi", ,
"14,048",The Last Roman Legion,, , ,"Drama, Sci-Fi", ,
"14,049","God, I Miss You",2014, ,72 min,"Comedy, Drama, Fantasy", ,
"14,050",Jetix,2017, , ,Sci-Fi, ,
"14,051",Blokkade,1934, ,58 min,Sci-Fi,4.2,
"14,052",American Zoo,II, , ,Sci-Fi, ,
"14,053",Iridial,2016, ,102 min,"Horror, Music, Sci-Fi", ,
"14,054",Turicon - The Legend of Sollthar,2001, ,115 min,"Action, Sci-Fi", ,
"14,055",Infinity Girls,2015, , ,Sci-Fi, ,
"14,056",Project Cora,2014, ,93 min,"Comedy, Drama, Romance", ,
"14,057",Roswell,2007, ,45 min,"Mystery, Sci-Fi", ,
"14,058",Abbadon the Immortal,, , ,"Action, Sci-Fi", ,
"14,059",Chimera,V, , ,Sci-Fi, ,
"14,060",Black Eyes,II, , ,"Mystery, Sci-Fi, Thriller", ,
"14,061",The Forevers,, , ,Sci-Fi, ,
"14,062",FilmFrights,2019,Not Rated, ,"Comedy, Horror, Sci-Fi", ,
"14,063",Waking Up 0+1,, , ,"Fantasy, Sci-Fi", ,
"14,064",Elevator to Insanity,2018, ,72 min,"Horror, Mystery, Sci-Fi",2.3,
"14,065",Replication,I, , ,Sci-Fi, ,
"14,066",Les dépossédés,2013, ,50 min,Sci-Fi, ,
"14,067",Marty's Magnificent Day-Glo Dream-A-Thon,2011, ,87 min,"Musical, Sci-Fi",7.0,
"14,068",Advitya (Film),2021, , ,Sci-Fi, ,
"14,069",House Of Nine,, , ,"Action, Adventure, Fantasy", ,
"14,070",Shock Freeze,, , ,Sci-Fi, ,
"14,071","Beam Me Up, Sasha!",2014, ,80 min,"Comedy, Romance, Sci-Fi", ,
"14,072",Zoink,2017, , ,"Comedy, Family, Sci-Fi", ,
"14,073",Strangers,XI, , ,Sci-Fi, ,
"14,074","Richard Reese: Smoke, Jokes & Lasers",2013,Not Rated,68 min,"Comedy, Sci-Fi", ,
"14,075",Auxiliary,, , ,Sci-Fi, ,
"14,076",Trouble on Earth,1998, ,90 min,Sci-Fi, ,
"14,077",Spaces Between,, , ,"Drama, Sci-Fi", ,
"14,078",Out of Body,III, , ,Sci-Fi, ,
"14,079",Vtoraya Zemlya,2015, ,70 min,"Action, Adventure, Sci-Fi", ,
"14,080",In the Arms of Dionysus,, , ,"Drama, Sci-Fi", ,
"14,081",Origin Known,, , ,Sci-Fi, ,
"14,082",Damn Cold,, , ,"Action, Horror, Sci-Fi", ,
"14,083",Untitled Cavagnini/DuFour Project,, , ,Sci-Fi, ,
"14,084",Ltd,, , ,Sci-Fi, ,
"14,085",Mentalo,, , ,Sci-Fi, ,
"14,086",Progeny Z,, , ,Sci-Fi, ,
"14,087",51%,, , ,Sci-Fi, ,
"14,088",Apex,III, , ,Sci-Fi, ,
"14,089",The Real Night,1957, ,73 min,Sci-Fi, ,
"14,090",Paradigm,I, , ,Sci-Fi, ,
"14,091",Destiny's Rebirth: Inhuman Paradise,, ,120 min,Sci-Fi, ,
"14,092",Night,, , ,"Action, Sci-Fi", ,
"14,093",Geoff and the Ninja,2018, ,70 min,"Action, Adventure, Comedy", ,
"14,094",Övo,2012, ,53 min,"Drama, Sci-Fi", ,
"14,095",Red Toast II: The Search for More Money,2015, ,55 min,"Adventure, Comedy, Sci-Fi", ,
"14,096",Dead Honey,, ,81 min,Sci-Fi, ,
"14,097",A Long Weekend WIth Wendall Boon,, , ,Sci-Fi, ,
"14,098",L'Heure Bleue,, , ,"Romance, Sci-Fi", ,
"14,099",Elmers Lov,2013, ,56 min,"Action, Adventure, Drama",7.6,
"14,100",Until I End,, , ,"Horror, Sci-Fi", ,
"14,101",REMI Protocol 1,, , ,Sci-Fi, ,
"14,102",Darkside: Moon,, , ,Sci-Fi, ,
"14,103",One Trillion Years B.C.,, , ,"Comedy, Fantasy, Sci-Fi", ,
"14,104",Novum,, , ,Sci-Fi, ,
"14,105",The Limits of Space and Time,, , ,Sci-Fi, ,
"14,106",Kreyk,2007, ,78 min,"Family, Sci-Fi",1.2,
"14,107",The Somnambulists,2014, ,92 min,"Animation, Romance, Sci-Fi", ,
"14,108","Jabondang seoneon: Mangukui nodongjayeo, chukcheothara!",2003, ,115 min,"Drama, Horror, Sci-Fi",5.7,
"14,109",Axiome,2015, ,48 min,"Drama, Sci-Fi, Thriller",4.0,
"14,110",When Someday Comes,, , ,Sci-Fi, ,
"14,111",Oigye Eseo on Ulemae 9: Mujeok Ui Paiteo Ulemae,1993, , ,"Action, Comedy, Sci-Fi", ,
"14,112",The Dead Link,2002, ,85 min,Sci-Fi,6.9,
"14,113",The Camera with the Scratched Lens,2018, , ,Sci-Fi, ,
"14,114",Nekropolis,I 2012, ,90 min,"Sci-Fi, Thriller", ,
"14,115",Screamy Scary Dreamy,, , ,"Fantasy, Horror, Mystery", ,
"14,116",Pareidolia,, , ,Sci-Fi, ,
"14,117",Dying Days,, , ,"Sci-Fi, Western", ,
"14,118",Nebula of Fear,2011, ,45 min,Sci-Fi, ,
"14,119",Spindle,, ,74 min,"Action, Sci-Fi", ,
"14,120",The Unaltered,, , ,Sci-Fi, ,
"14,121",Flying Mountains,, , ,Sci-Fi, ,
"14,122",Thetis Threat,, , ,Sci-Fi, ,
"14,123",Killing Schrödinger's Cats,2010, ,90 min,"Horror, Sci-Fi, Thriller",4.6,
"14,124",How to Hunt for Machines,, , ,"Adventure, Sci-Fi", ,
"14,125",The Element,, , ,Sci-Fi, ,
"14,126",Falling Awake,, , ,Sci-Fi, ,
"14,127",Remnants,XII, , ,Sci-Fi, ,
"14,128",Eunhaeseo on Byeolddong dongja,1987, ,95 min,"Action, Family, Sci-Fi",6.0,
"14,129",Obliteration,, , ,Sci-Fi, ,
"14,130",Struck,, , ,Sci-Fi, ,
"14,131",The Pearl,2004, ,120 min,Sci-Fi, ,
"14,132",Space Barge and the Battle of the Brutes,, , ,"Action, Horror, Sci-Fi", ,
"14,133",Northern Lights,III, , ,Sci-Fi, ,
"14,134",Bad Ass and Blind Eye,, , ,"Adventure, Sci-Fi", ,
"14,135",The Beacon,I 2014, ,51 min,Sci-Fi, ,
"14,136",Get to the Sun,, , ,"Animation, Action, Adventure", ,
"14,137",Vampire Bikers,, , ,"Action, Horror, Sci-Fi", ,
"14,138",Forerunners: A Infinity Era,2016, , ,Sci-Fi, ,
"14,139",Perpetual,II, , ,Sci-Fi, ,
"14,140",Apollo 54,2007, ,98 min,Sci-Fi,5.6,
"14,141",The Stillness Inside,2014, , ,"Drama, Sci-Fi", ,
"14,142",Fear of a Dark Machina,, , ,Sci-Fi, ,
"14,143",Haven Lost: The Dragon's Brood Cycle,, , ,"Action, Adventure, Drama", ,
"14,144",Twitch,I, , ,Sci-Fi, ,
"14,145",WHO:4,2017, ,91 min,"Crime, Sci-Fi", ,
"14,146",I.P. INTELLECTUAL PROPERTY,, , ,Sci-Fi, ,
"14,147",Mad Maxime: Revenge,2019, ,65 min,"Action, Horror, Sci-Fi", ,
"14,148",Imperial Nova III: The Fourth World,, , ,"Action, Sci-Fi, War", ,
"14,149",Litorra,2006,Not Rated,76 min,Sci-Fi,6.0,
"14,150",Anthology of Horror 6,2017, ,80 min,"Action, Comedy, Horror",7.3,
"14,151",Hans Kæreste,1918, , ,Sci-Fi, ,
"14,152",Makarian go,1987, ,75 min,"Action, Family, Sci-Fi", ,
"14,153",The Archetype,, , ,"Horror, Sci-Fi, Thriller", ,
"14,154",Frank and Nez,, , ,"Drama, Sci-Fi", ,
"14,155",Planet Erde soll brennen,2013, ,64 min,"Horror, Sci-Fi",7.0,
"14,156",Untitled Project,XLV, , ,"Action, Adventure, Fantasy", ,
"14,157",From Yesterday,2017, , ,Sci-Fi, ,
"14,158",The Pandora Effect,, , ,Sci-Fi, ,
"14,159",Backslydden,, , ,"Action, Comedy, Sci-Fi", ,
"14,160",Icarus,III, , ,"Sci-Fi, Thriller", ,
"14,161",Last Days,2010, ,108 min,"Drama, Horror, Sci-Fi",5.3,
"14,162",Aion,, , ,"Action, Drama, Sci-Fi", ,
"14,163",F-3,2013, ,75 min,"Fantasy, Horror, Sci-Fi",4.8,
"14,164",The Great Battle of the Universe,, , ,"Action, Adventure, Romance", ,
"14,165",Untitled Time Travel Project,, , ,Sci-Fi, ,
"14,166",Para La Paz: For Peace...,, , ,"Crime, Mystery, Sci-Fi", ,
"14,167",Death Hair 2,2017, , ,"Comedy, Drama, Horror", ,
"14,168",Karma Police,, , ,"Fantasy, Sci-Fi", ,
"14,169",Epitaph: Beauty Secrets,, , ,Sci-Fi, ,
"14,170",Reminiscent,I 2015, ,84 min,"Action, Sci-Fi, Thriller", ,
"14,171",Jeff Steele: Children of the Doomed,2011, ,76 min,Sci-Fi, ,
"14,172",Ripple,II, , ,"Action, Sci-Fi, Thriller", ,
"14,173",Imbue,2017, , ,"Drama, Sci-Fi, Thriller", ,
"14,174",Sangawunu Mitiyawatha,, , ,"Adventure, Sci-Fi", ,
"14,175",Ujudaejang aekkunun,1980, ,77 min,"Animation, Action, Adventure", ,
"14,176",Voice of the Vespers,2014, ,98 min,"Action, Fantasy, Sci-Fi",7.8,
"14,177",Seedling,I, , ,Sci-Fi, ,
"14,178",The Elysian Equation,2013, , ,Sci-Fi, ,
"14,179",ZombSquatch,, , ,Sci-Fi, ,
"14,180",Blood of Art,, , ,Sci-Fi, ,
"14,181",Transmission,2009, ,52 min,"Comedy, Mystery, Sci-Fi", ,
"14,182",Night x Night,, , ,"Horror, Sci-Fi, Thriller", ,
"14,183",Parema - Das Wesen aus der Sternenwelt,1922, , ,Sci-Fi, ,
"14,184",The 420 Munchies,, , ,Sci-Fi, ,
"14,185",A Monster Factory,, , ,Sci-Fi, ,
"14,186",Infinite Atlas,, , ,"Action, Adventure, Sci-Fi", ,
"14,187",Montauk,II, , ,Sci-Fi, ,
"14,188",The Men of Action: M.O.A.,2008, ,111 min,"Animation, Crime, Sci-Fi",2.9,
"14,189",Sudden Energy at S4,, , ,Sci-Fi, ,
"14,190",Fall of a Saga,2003, , ,"Comedy, Sci-Fi",5.2,
"14,191",Mark of the Veil,2013,Not Rated,100 min,"Mystery, Sci-Fi, Thriller", ,
"14,192",All Things,, , ,"Sci-Fi, Thriller", ,
"14,193",Control,XXVIII, , ,Sci-Fi, ,
"14,194",Vacío,2004, ,46 min,Sci-Fi, ,
"14,195",Last Space Voyage of Wallace Ramsel,1977, ,50 min,Sci-Fi, ,
"14,196",Witch: Tsukimono - Suji Returns,, , ,"Sci-Fi, Thriller", ,
"14,197",Deus Solis: The Gods of Man,, , ,Sci-Fi, ,
"14,198",Bebé Estrella,, , ,"Action, Sci-Fi", ,
"14,199",Melchiad Koloman,1920, , ,Sci-Fi,4.1,
"14,200",Modify,, , ,Sci-Fi, ,
"14,201",CenterLine,2018, ,71 min,"Crime, Drama, Sci-Fi", ,
"14,202",Jeff Steele and the Lost Civilization of NoyNac,2004, , ,Sci-Fi, ,
"14,203",Central One,, , ,Sci-Fi, ,
"14,204",Voice: a performance art movie,2017,Not Rated,160 min,"Comedy, Drama, Fantasy", ,
"14,205",Qualia,, , ,"Drama, Sci-Fi, Thriller", ,
"14,206",Crashlanded,, , ,Sci-Fi, ,
"14,207",The Stairwell,2007, , ,Sci-Fi, ,
"14,208",CX2: The Movie,2008, ,87 min,Sci-Fi,6.0,
"14,209",The Last Reset,, , ,Sci-Fi, ,
"14,210",The City That Never Sleeps,2009, ,75 min,"Adventure, Fantasy, Horror", ,
"14,211",Affliction,I 2013, ,46 min,"Drama, Sci-Fi, Thriller", ,
"14,212",Dreaming About Rebecca,2004, ,50 min,Sci-Fi, ,
"14,213",Pistachio Man,, , ,Sci-Fi, ,
"14,214",The Stones of Four Fires: A Blackened Soul,, , ,"Fantasy, Romance, Sci-Fi", ,
"14,215",Panchopalooza,, , ,"Comedy, Fantasy, Sci-Fi", ,
"14,216",Down the Chain,2014, ,50 min,"Drama, Sci-Fi", ,
"14,217",Almost a Freak,, , ,Sci-Fi, ,
"14,218",Awaken,II 2009, ,82 min,"Action, Adventure, Drama", ,
"14,219",Lucid,V, , ,"Sci-Fi, Thriller", ,
"14,220",Quantum Flux,, , ,Sci-Fi, ,
"14,221",Phoebe Phoenix,2011, ,80 min,"Action, Music, Sci-Fi", ,
"14,222",Dospeláci muzou vsechno,1970, ,83 min,"Comedy, Family, Sci-Fi",5.7,
"14,223",Atlantis: Conspiracy,, , ,"Action, Adventure, Sci-Fi", ,
"14,224",The Silver,, , ,"Action, Horror, Sci-Fi", ,
"14,225",AKLA-RA: The Quest for the Capra Crystal,, , ,"Action, Fantasy, Sci-Fi", ,
"14,226",Cliffs,, ,85 min,"Drama, Sci-Fi", ,
"14,227",Let There Be Dark,2012, ,103 min,"Crime, Drama, Sci-Fi", ,
"14,228",Entanglement,III, , ,"Action, Sci-Fi", ,
"14,229","Pristine, USA.",, , ,"Drama, Fantasy, Sci-Fi", ,
"14,230",Eighteen Minutes,, , ,Sci-Fi, ,
"14,231",Persona,V, , ,Sci-Fi, ,
"14,232",The Man Near Skitter Creek,2012, ,57 min,"Comedy, Horror, Sci-Fi",7.1,
"14,233",My Name Is Sykie,, , ,Sci-Fi, ,
"14,234",Anastasia: The Chosen One,, , ,"Action, Adventure, Fantasy", ,
"14,235",I See You,IV, , ,Sci-Fi, ,
"14,236",Home is Hell,2016, ,90 min,"Horror, Mystery, Sci-Fi", ,
"14,237",Blood Hockey,, , ,"Action, Comedy, Sci-Fi", ,
"14,238",Fatal Sin: Kill Me If You Want,, ,120 min,"Mystery, Sci-Fi, Thriller", ,
"14,239",Dissonance,III, , ,Sci-Fi, ,
"14,240",On the Eight Day,, , ,Sci-Fi, ,
"14,241",The Time and Space Between Us,, , ,Sci-Fi, ,
"14,242",Sangawunu Tharakawe Dadayama,, , ,"Drama, Sci-Fi", ,
"14,243",SCROLL BACK,, , ,Sci-Fi, ,
"14,244",Red Giant,I, , ,Sci-Fi, ,
"14,245",Design 2084,1983,Not Rated,86 min,Sci-Fi, ,
"14,246",Smart City,, , ,Sci-Fi, ,
"14,247",The Atomic Attack of the Son of the Seaweed Creature,2013, ,90 min,"Comedy, Sci-Fi", ,
"14,248",Inai Nagarvu,, , ,"Sci-Fi, Thriller", ,
"14,249",Perdiendo a AWA23,, , ,Sci-Fi, ,
"14,250",French & Berutti,, , ,"Adventure, Sci-Fi", ,
"14,251",Orlando,, , ,Sci-Fi, ,
"14,252",Buying Time,I, , ,Sci-Fi, ,
"14,253",Mr. Shine and the Tainted Bloods,, , ,"Animation, Action, Fantasy", ,
"14,254",Scion,, , ,Sci-Fi, ,
"14,255",Project S.T.A.R.,, , ,"Action, Adventure, Sci-Fi", ,
"14,256",Kolobakha,2008, ,94 min,Sci-Fi,6.1,
"14,257",Static,II, ,80 min,"Drama, Sci-Fi", ,
"14,258",Galaxy Trader,2015, , ,Sci-Fi, ,
"14,259",Fujiyama Ichiban,2014, , ,"Action, Family, Fantasy",7.8,
"14,260",The Beast Girls,2017,TV-14,70 min,"Action, Adventure, Drama", ,
"14,261",Quantum,II, , ,"Action, Sci-Fi, Thriller", ,
"14,262",Funusion,2016, ,"1,440 min","Fantasy, Sci-Fi", ,
"14,263",Living and Dying at Hotel Broadway,, , ,"Drama, Sci-Fi", ,
"14,264",Untitled Revengers Project,, , ,"Action, Adventure, Sci-Fi", ,
"14,265",Untitled Screenplay,, , ,"Adventure, Comedy, Family", ,
"14,266",Primordial Code,, , ,Sci-Fi, ,
"14,267",Who We Are,II, , ,"Sci-Fi, Thriller", ,
"14,268",K.U.D.R: Klootzak Uit De Ruimte,2019, , ,"Action, Comedy, Sci-Fi", ,
"14,269",Mind-Bender 3,, , ,"Action, Comedy, Crime", ,
"14,270",Memories Wholesale,, , ,"Action, Drama, Sci-Fi", ,
